time_left_game,score_diff,tau_wp,b_hat,cell_count,cell_density,tau_sensitivity,abs_difference,supported,tau_wp_sign,tau_sensitivity_sign,sign_flip,time_band
221.25,3.0,-0.0008582631829388,-0.0014968383669232,556,49.422222222222224,0.0006385751839844,0.0014968383669232,True,negative,positive,True,180_240
221.25,4.0,0.0012764735341382,-0.0014687792475645,525,46.66666666666666,0.0027452527817027,0.0014687792475645,True,positive,positive,False,180_240
221.25,5.0,0.0008147541472377,-0.0014907750301063,482,42.84444444444444,0.002305529177344,0.0014907750301063,True,positive,positive,False,180_240
221.25,6.0,0.0003598034963943,-0.0014649679263432,488,43.37777777777778,0.0018247714227375002,0.0014649679263432002,True,positive,positive,False,180_240
221.25,7.0,-0.0003066461207102,-0.0014701818193619,394,35.022222222222226,0.0011635356986517001,0.0014701818193619,True,negative,positive,True,180_240
221.25,8.0,-0.0005291770285111,-0.0014921648350233,371,32.977777777777774,0.0009629878065122001,0.0014921648350233,True,negative,positive,True,180_240
221.25,9.0,-0.0005291770285111,-0.0014854569841797,378,33.6,0.0009562799556686,0.0014854569841797,True,negative,positive,True,180_240
221.25,10.0,-0.0006348179328294,-0.001482649706304,368,32.71111111111111,0.0008478317734746001,0.001482649706304,True,negative,positive,True,180_240
232.5,-10.0,0.0029068511600295,-0.0015712026894713,427,37.95555555555556,0.0044780538495008,0.0015712026894712998,True,positive,positive,False,180_240
232.5,-9.0,0.0019572688809906,-0.0015713958612953,419,37.24444444444445,0.0035286647422859,0.0015713958612953,True,positive,positive,False,180_240
232.5,-8.0,0.000307844466685,-0.001571401526841,466,41.422222222222224,0.0018792459935259998,0.001571401526841,True,positive,positive,False,180_240
232.5,-7.0,0.0043746274895966,-0.0015712809593727,514,45.68888888888889,0.0059459084489693,0.0015712809593726998,True,positive,positive,False,180_240
232.5,-6.0,0.0037993192672729,-0.0015306875963384,469,41.68888888888889,0.0053300068636113005,0.0015306875963384003,True,positive,positive,False,180_240
232.5,-5.0,0.0027223526655385,-0.00151891738642,541,48.08888888888889,0.0042412700519585,0.00151891738642,True,positive,positive,False,180_240
232.5,-4.0,0.0034912157958994,-0.0015039284092684,648,57.6,0.0049951442051678,0.0015039284092684003,True,positive,positive,False,180_240
232.5,-3.0,0.0035267404746264,-0.0015453808785726,676,60.08888888888889,0.005072121353199,0.0015453808785726004,True,positive,positive,False,180_240
232.5,-2.0,0.003304586901019,-0.0015723471296951,857,76.17777777777778,0.0048769340307141,0.0015723471296951001,True,positive,positive,False,180_240
232.5,-1.0,0.0026532539632171,-0.0015723494191964,700,62.22222222222222,0.0042256033824135,0.0015723494191963996,True,positive,positive,False,180_240
232.5,0.0,0.0028577813257773,-0.0015332398470491,1024,91.02222222222224,0.0043910211728264,0.0015332398470491002,True,positive,positive,False,180_240
232.5,1.0,0.0018844776786863,-0.0015590812545269,604,53.68888888888889,0.0034435589332131996,0.0015590812545268997,True,positive,positive,False,180_240
232.5,2.0,0.000630666516372,-0.0015037619741633,729,64.8,0.0021344284905353,0.0015037619741633,True,positive,positive,False,180_240
232.5,3.0,-0.0008009051562112,-0.0015629805081213,665,59.11111111111112,0.0007620753519101001,0.0015629805081213,True,negative,positive,True,180_240
232.5,4.0,0.0013338314408125,-0.0015319247419635,522,46.4,0.0028657561827759997,0.0015319247419634998,True,positive,positive,False,180_240
