variant,season,time_bin,shot_type,n,n_games,fitted_next_state_wp,empirical_win_rate,wp_minus_empirical
surface,2007,15-30s,3PA,5,5,0.46489220633949346,0.4,0.06489220633949344
surface,2007,30-45s,2PA,11,11,0.3341383718333787,0.0,0.3341383718333787
surface,2007,30-45s,3PA,5,5,0.4370392385184906,0.0,0.4370392385184906
surface,2007,45-60s,2PA,13,13,0.3081675005965069,0.3076923076923077,0.00047519290419917315
surface,2007,45-60s,3PA,3,3,0.5043141958411202,0.6666666666666666,-0.16235247082554638
surface,2008,0-15s,2PA,15,13,0.362966367903014,0.06666666666666667,0.29629970123634736
surface,2008,0-15s,3PA,24,22,0.47349458914469283,0.625,-0.15150541085530717
surface,2008,15-30s,2PA,11,10,0.35043446341111445,0.09090909090909091,0.25952537250202357
surface,2008,15-30s,3PA,7,7,0.45196485904874056,0.14285714285714285,0.3091077161915977
surface,2008,30-45s,2PA,16,16,0.3343705313634481,0.25,0.08437053136344808
surface,2008,30-45s,3PA,5,5,0.4699768960015572,0.4,0.06997689600155715
surface,2008,45-60s,2PA,15,15,0.3226856845518849,0.4,-0.07731431544811512
surface,2008,45-60s,3PA,5,5,0.44827706285496405,0.8,-0.351722937145036
surface,2009,0-15s,2PA,18,17,0.3470021791386601,0.2777777777777778,0.06922440136088231
surface,2009,0-15s,3PA,24,23,0.4556072663677854,0.25,0.20560726636778542
surface,2009,15-30s,2PA,16,15,0.3392114393214113,0.0625,0.2767114393214113
surface,2009,15-30s,3PA,5,5,0.4935506089418982,0.4,0.09355060894189815
surface,2009,30-45s,2PA,10,10,0.316358125517926,0.1,0.21635812551792602
surface,2009,30-45s,3PA,5,5,0.46829974364864,0.6,-0.13170025635135996
surface,2009,45-60s,2PA,5,5,0.32385747343803095,0.2,0.12385747343803094
surface,2009,45-60s,3PA,3,3,0.4736569732389004,0.3333333333333333,0.14032363990556707
surface,2010,0-15s,2PA,17,17,0.328801722783037,0.17647058823529413,0.15233113454774286
